PG.ProteinGroups,PG.Genes,PG.ProteinDescriptions,[1] 20210208_KLOF_DIA_FAIMS_35V_d0_1.raw.PG.Quantity,[2] 20210208_KLOF_DIA_FAIMS_35V_d0_2.raw.PG.Quantity,[3] 20210208_KLOF_DIA_FAIMS_35V_d0_3.raw.PG.Quantity,[4] 20210208_KLOF_DIA_FAIMS_35V_d0_4.raw.PG.Quantity,[5] 20210208_KLOF_DIA_FAIMS_35V_d0_5.raw.PG.Quantity,[6] 20210208_KLOF_DIA_FAIMS_35V_d0_6.raw.PG.Quantity,[7] 20210208_KLOF_N2_DIA_FAIMS_35V_d28_1.raw.PG.Quantity,[8] 20210208_KLOF_N2_DIA_FAIMS_35V_d28_2.raw.PG.Quantity,[9] 20210208_KLOF_N2_DIA_FAIMS_35V_d28_3.raw.PG.Quantity,[10] 20210208_KLOF_N2_DIA_FAIMS_35V_d28_4.raw.PG.Quantity,[11] 20210208_KLOF_N2_DIA_FAIMS_35V_d28_5.raw.PG.Quantity,[12] 20210208_KLOF_N2_DIA_FAIMS_35V_d28_6.raw.PG.Quantity
A0A087WUV9;A0A087WWV6;Q6NUM6;Q9NV66,TYW1;TYW1B;TYW1B;TYW1,S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase TYW1;S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase TYW1B;S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase TYW1B;S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase TYW1,10277.31641,9337.748047,9454.030273,13233.54785,8732.210938,11750.13574,Filtered,686.8705444,Filtered,Filtered,2228.591309,1665.736572
A0A087WUW0;B0QY54;Q9Y3M2,CBY1,Protein chibby homolog 1;Protein chibby homolog 1 (Fragment);Protein chibby homolog 1,3434.865967,1794.414551,2203.682373,1160.909912,1839.368286,1413.527832,Filtered,831.414978,Filtered,670.5665894,Filtered,Filtered
A0A087WUW6;A0A087X0G7;A0A087X1B1;Q9Y6K9,IKBKG,NF-kappa-B essential modulator,22803.44531,2887.944336,11290.45898,11956.63965,9130.931641,11338.56738,2789.999512,3855.520264,Filtered,3601.553711,5398.966797,2944.186035
A0A087WUW9;Q9NXU5,ARL15,ADP-ribosylation factor-like protein 15,8684.020508,3353.766602,5146.967285,6677.903809,5144.189941,2026.12207,11265.95508,11659.88379,6792.423828,11698.54004,11956.6123,11829.23633
A0A087WUX7;Q9NX04;V9GY35;V9GYI2;V9GYN4;V9GYQ8;V9GYT8,C1orf109,Uncharacterized protein C1orf109 (Fragment);Uncharacterized protein C1orf109;Uncharacterized protein C1orf109 (Fragment);Uncharacterized protein C1orf109 (Fragment);Uncharacterized protein C1orf109 (Fragment);Uncharacterized protein C1orf109 (Fragment);Uncharacterized protein C1orf109 (Fragment),1,Filtered,Filtered,Filtered,NaN,NaN,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
A0A087WUY7;O75928,PIAS2,E3 SUMO-protein ligase PIAS2 (Fragment);E3 SUMO-protein ligase PIAS2,32050.15039,22174.95703,31192.12695,26610.21094,29438.85156,24977.14844,17351.57031,16825.16992,13556.44922,11634.66797,9566.731445,10777.54883
A0A087WUZ6;A0A0X1KG69;A0A2R8Y549;Q8NI35,PATJ,InaD-like protein,8931.961914,8030.437012,9615.789063,8666.299805,8120.648438,7132.934082,37876.92969,40635.44922,67511.46094,41022.21094,82361.51563,29894.8418
A0A087WV05;Q99417,;MYCBP,Uncharacterized protein;c-Myc-binding protein,59491.87891,10487.65723,17358.49609,21056.83008,8528.088867,8449.395508,1687.823975,819.0439453,Filtered,Filtered,974.9519043,Filtered
A0A087WV25;O95684,FGFR1OP,FGFR1 oncogene partner,16590.41406,20618.7168,16843.25977,20749.71094,18637.52344,16768.31641,2546.907959,1548.676758,9850.089844,2306.793457,1933.9198,3297.140137
A0A087WV57,ZMYND8,Protein kinase C-binding protein 1,2210.116943,149.4204865,1484.02063,1144.227539,1542.461548,1353.457642,4275.714355,38981.75,2112.869873,Filtered,Filtered,360.1047668
A0A087WV86;B5LMG6;H3BLY2;Q6PGQ7,BORA,Protein aurora borealis;Aurora borealis;Protein aurora borealis (Fragment);Protein aurora borealis,2644.952148,897.0613403,1788.253662,2505.644043,949.5430908,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
A0A087WV88;B4DE60;H0YAC5;Q9BRK0,REEP2,Receptor expression-enhancing protein;Receptor expression-enhancing protein;Receptor expression-enhancing protein (Fragment);Receptor expression-enhancing protein 2,Filtered,1073.345825,Filtered,Filtered,NaN,Filtered,5930.437988,4989.712402,2253.569092,2786.528564,1291.308594,4804.280762
A0A087WVA1;P62341;Q6IAK0,SELENOT,Selenoprotein T;Thioredoxin reductase-like selenoprotein T;Selenoprotein T,11166.23047,6080.997559,6144.927246,9201.460938,7012.909668,5398.172363,15858.07227,15194.73438,16062.14746,16175.20117,19946.20703,19274.50586
A0A087WVA8;Q8IWB9,TEX2,Testis-expressed protein 2,8392.204102,6863.789551,6186.338379,7504.093262,12368.87207,4510.580078,61002.66016,64043.16797,60404.08594,73194.94531,65867.8125,76924.47656
A0A087WVD1;Q96B70,LENG9,Leukocyte receptor cluster member 9,3611.350098,897.0501709,2542.065918,2836.89502,2249.565186,2096.28125,1124.858032,40.84626389,Filtered,1874.570068,1864.995972,1664.456177
A0A087WVD7;Q9Y3D8,AK6,Adenylate kinase isoenzyme 6,80919.125,17868.25781,50881.98047,68245.3125,50239.04297,37884.17969,8718.859375,6926.262207,Filtered,4638.583984,2761.895264,5024.140137
A0A087WVE9;Q9HBZ2,ARNT2,Aryl hydrocarbon receptor nuclear translocator 2,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,2032.383301,Filtered,2810.370361,611.2539063,Filtered,1539.52417
A0A087WVF1;K7EQH1;Q96B23,C18orf25,Uncharacterized protein C18orf25;Uncharacterized protein C18orf25 (Fragment);Uncharacterized protein C18orf25,60122.52734,40776.75781,37666.80078,44770.90234,40741.07813,37187.69531,13378.66992,7750.238281,10193.5293,10302.50586,10036.98047,11012.54785
A0A087WVF7;Q9NZM3,ITSN2,Intersectin-2,7910.051758,8241.601563,8673.294922,10200.50879,8075.208496,7628.54541,7065.811035,7770.068848,8508.835938,6749.693848,7387.477051,7398.154297
A0A087WVI0;Q8WTW3,COG1,Conserved oligomeric Golgi complex subunit 1,27122.70508,18986.24219,20784.51953,24114.77344,19680.61523,20976.30078,11690.14648,14361.26074,12373.43262,12887.59082,16341.40527,11427.83691
A0A087WVI1;B3KPU0;Q96JY6,PDLIM2,PDZ and LIM domain protein 2,2654.721924,7441.735352,9047.919922,1534.075684,3343.38501,3964.07373,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
A0A087WVK0;P49759,CLK1,Dual-specificity protein kinase CLK1;Dual specificity protein kinase CLK1,3195.258301,2345.458252,2361.275635,3021.719971,2133.897705,2301.746826,2140.863281,2741.163818,2728.611084,3633.881836,473.8934937,2573.765869
A0A087WVK5;A0A087WW20;A0A087WX95;Q9BVN2,RUSC1,RUN and SH3 domain-containing protein 1 (Fragment);RUN and SH3 domain-containing protein 1 (Fragment);RUN and SH3 domain-containing protein 1 (Fragment);RUN and SH3 domain-containing protein 1,4009.750488,2718.718994,4181.129883,3628.524658,3267.477539,3082.790527,5615.312988,4113.492676,3403.912598,4011.939941,4461.827148,5950.85498
A0A087WVM2;Q8N6Q3,CD177,CD177 antigen,2529.219727,2028.09668,NaN,2465.46582,2492.283203,NaN,2423.679688,3297.983154,Filtered,Filtered,2880.109375,2758.655029
A0A087WVM4;B7ZM99;Q6UB35,MTHFD1L,"Monofunctional C1-tetrahydrofolate synthase, mitochondrial;MTHFD1L protein;Monofunctional C1-tetrahydrofolate synthase, mitochondrial",213685.5781,185733.3906,180693.5469,194983.7344,178653.9063,185256.6406,79914.85938,68605.875,74487.75781,67355.89844,66967.875,63231.91797
A0A087WVP1;Q14517,FAT1,Protocadherin Fat 1,10726.42969,9155.331055,7975.887695,11023.91016,7536.114746,7707.047363,10174.18652,9726.742188,4838.549805,9248.294922,8092.658691,8886.230469
A0A087WVP4;A0A087X1R1;P53814,SMTN,Smoothelin,11597.67578,8380.338867,6566.508301,8822.750977,7790.163574,7542.663086,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
A0A087WVQ6;Q00610,CLTC,Clathrin heavy chain;Clathrin heavy chain 1,592910.8125,640521.875,630880.3125,594794.125,581033,615916.5625,1371101.875,1369828,1548477.375,1357969.25,1411345.75,1308920.875
A0A087WVS8;Q70IA6,MOB2,MOB kinase activator 2,10520.70703,10238.95996,4607.918945,5766.77832,9339.943359,3190.847656,20539.98438,4870.30127,8271.874023,10617.94922,12976.89258,11794.91992
A0A087WVT1;Q96MX3,ZNF48,Zinc finger protein 48,47296.32422,40304.37109,37129.80078,37617.44531,42970.92969,36073.05078,147.7975311,4154.53418,1682.212769,4064.96875,3590.935303,1327.87793
A0A087WVZ5;A0A0G2JQH3,CYFIP1,Cytoplasmic FMR1-interacting protein 1 (Fragment),Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,10900.99805,12132.54883,8303.575195,11638.76758,10661.02734,9805.355469
A0A087WVZ6,ZMYND8,Protein kinase C-binding protein 1,157464.8438,170403.625,173310.3281,153014.4688,145635.875,148352.6563,35417.61328,43190.0625,36033.17969,43808.89453,34382.38281,39031.52344
A0A087WVZ9;A0A0A0MQR7;P19388,POLR2E,"DNA-directed RNA polymerases I, II, and III subunit RPABC1;DNA-directed RNA polymerases I, II, and III subunit RPABC1;DNA-directed RNA polymerases I, II, and III subunit RPABC1",65919.91406,111728.1875,120603.1016,59108.16797,100826.3047,85567.96094,19186.10938,27953.27344,23177.90625,8739.34668,18080.03516,7469.935059
A0A087WW06;Q96AY4,TTC28,Tetratricopeptide repeat protein 28,8506.263672,7066.915527,7991.084473,9503.624023,8773.759766,7796.499512,38953.49609,37744.39844,35112.89063,37151.19922,35692.35938,35868.29297
A0A087WW40;Q9Y371,SH3GLB1,Endophilin-B1,37394.04297,34663.18359,32472.54102,32760.1543,35700.38281,33274.93359,136951,144372.7188,113847.9375,143003.7969,139989.7344,133288.2813
A0A087WW58;C9JAG1;Q9C0D9,SELENOI,Ethanolaminephosphotransferase 1;Ethanolaminephosphotransferase 1 (Fragment);Ethanolaminephosphotransferase 1,33788.26953,44425.27344,38688.89453,45285.94531,39002.29297,45153.88281,86045.57031,98350.35938,123179.6719,89212.47656,101687.0938,91359.99219
A0A087WW65;A0A590UJS8;A0A5F9ZA98;O75027,ABCB7,"ATP-binding cassette sub-family B member 7, mitochondrial;ATP-binding cassette sub-family B member 7, mitochondrial;ATP-binding cassette sub-family B member 7, mitochondrial;ATP-binding cassette sub-family B member 7, mitochondrial",31735.91992,26651.61719,27387.76953,29946.07422,26919.82617,27862.60938,31103.17773,24621.45313,33541.24219,25164.58984,28384.72266,23038.05469
A0A087WW66,PSMD1,26S proteasome non-ATPase regulatory subunit 1,283549.0313,271291.7188,283208.0313,287371.3125,274685.75,267487.9063,232417.8125,247996.3438,277295.1875,261612.875,242291.0625,240358.9688
A0A087WW82;B7ZAQ6;E9PKY3;P0CG08;U3KPV2,GPR89B;GPR89A;GPR89A;GPR89B;GPR89B,Golgi pH regulator B (Fragment);Golgi pH regulator A;Golgi pH regulator A;Golgi pH regulator B;Golgi pH regulator B (Fragment),4220.522461,12903.74805,13007.50586,5554.256836,9171.574219,15795.86426,24690.08789,21925.2207,56421.50391,25480.43555,24800.66016,22754.80469
A0A087WW91,SYN2,Synapsin-2 (Fragment),419.7624207,Filtered,Filtered,235.3949585,Filtered,Filtered,14640.18359,13227.88574,13785.24121,9543.59668,13442.64063,13195.16211
A0A087WWF6;P49005,POLD2,DNA polymerase delta subunit 2,33742.0625,27592.90039,25621.75391,29617.21875,30611.35547,23772.85352,3601.492188,3893.875488,1.247689843,2015.831787,1630.524292,3958.472412
A0A087WWG1;E9PIT5;Q8TE77,SSH3,Protein phosphatase Slingshot homolog 3 (Fragment);Protein phosphatase Slingshot homolog 3 (Fragment);Protein phosphatase Slingshot homolog 3,3485.88623,4630.973145,3323.118164,3454.941162,3846.311279,4611.394043,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
A0A087WWH3;Q9NZM4,BICRA,BRD4-interacting chromatin-remodeling complex-associated protein,19456.91992,16847.80469,13914.51074,18427.75977,16558.31641,17312.11133,6243.374512,5071.803223,21.97793388,4542.385254,11874.78906,6756.532227
A0A087WWK3;H7C0S3;Q16667,CDKN3,Cyclin-dependent kinase inhibitor 3,1642.980957,2959.4104,5141.112793,1569.027222,210.7947998,2143.620117,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
A0A087WWK8;A0A3B3IRZ4,IQSEC1,IQ motif and SEC7 domain-containing protein 1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,4447.174805,1822.71167,888.708374,2684.141602,1864.18689,3983.420654
A0A087WWM4;F8WAN9;H0YLV5;H0YMB3;H0YNJ6;Q9P2T1,GMPR2,GMP reductase;GMP reductase;GMP reductase;GMP reductase;GMP reductase;GMP reductase 2,34339.84766,38214.875,37235.03906,36772.15234,40671.41406,33295.91406,63077.41797,66171.64844,60942.46484,63639.30078,46918.32031,62405.87109
A0A087WWM6;E7EQL6;O43272,PRODH,"Proline dehydrogenase;Proline dehydrogenase;Proline dehydrogenase 1, mitochondrial",11798.53809,8515.183594,7879.314941,8548.495117,10258.84277,9846.601563,1591.985352,Filtered,Filtered,7182.847168,Filtered,1149.083374
A0A087WWP4;A0A499FJY3;Q96T37,RBM15,RNA-binding protein 15,61475.80859,55551.75,60533.13281,66899.89844,53782.125,65240.87891,37035.78906,36490.90234,49146.54297,32101.53125,27979.61133,33407.39844
A0A087WWP8;A0A0C4DGT8;Q5VWQ0,RSBN1,Lysine-specific demethylase 9,7905.621094,7120.74707,7480.338379,8631.936523,7275.116211,7777.922363,10160.12891,11892.12207,14047.26855,9122.827148,10051.32227,10037.14844
A0A087WWR2;H3BPU3;H3BQI4;H3BQS2;I3L0M3;I3L2Z5;I3L411;I3L4Y2;P56270,MAZ,"Myc-associated zinc finger protein;MYC-associated zinc finger protein (Purine-binding transcription factor), isoform CRA_a;Myc-associated zinc finger protein (Fragment);Myc-associated zinc finger protein (Fragment);MYC-associated zinc finger protein (Purine-binding transcription factor), isoform CRA_e;Myc-associated zinc finger protein (Fragment);Myc-associated zinc finger protein;Myc-associated zinc finger protein (Fragment);Myc-associated zinc finger protein",10383.98145,12962.58887,11872.22363,7992.060059,9522.791992,7807.470215,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
A0A087WWS1;Q96FV9,THOC1,THO complex subunit 1,108009.5859,105994.9063,101626.1172,108483.7031,105894.7031,101548.375,19924.22656,22696.10547,31786.00586,28076.99414,27535.00977,25673.86328
A0A087WWT6;A0A0A0MSU1;Q06455,RUNX1T1,Protein CBFA2T1,2958.406738,2317.024902,1717.422607,1309.979736,1423.915161,1609.253052,5939.756348,10983.1084,16662.38477,Filtered,9744.436523,1872.002197
A0A087WWU8,TPM3,Tropomyosin alpha-3 chain,1363170.875,722668.875,807359.75,981542.4375,736877.125,641578.125,365787.5313,393804.5313,38284.95313,380947.9375,210948.1563,336637.3125
A0A087WWW7;A0A2R8Y4T1;A0A494C067;E9PF55;E9PGF5;H0Y4U1;Q9HBL0,TNS1,Tensin-1;Tensin-1;Tensin-1 (Fragment);Tensin-1;Tensin-1;Tensin-1;Tensin-1,7758.649902,1033.137573,1639.76001,4544.677734,2798.364014,2047.934692,Filtered,Filtered,1460.786621,1289.411255,1162.800659,1449.906982
A0A087WWW8;Q9Y6J0,CABIN1,Calcineurin-binding protein cabin-1,12915.02441,4236.352539,10276.0752,11902.72949,8432.854492,8762.137695,7879.745605,3047.853516,8436.256836,6454.320313,6932.108887,Filtered
A0A087WWZ6,PRDM11,PR domain-containing protein 11,11653.21484,1036.786987,1094.997437,4251.445313,2089.659668,2960.013184,3367.429932,106.3801727,166.3330536,889.0286255,1185.556763,1955.473999
A0A087WX19;A0A087WX45;Q6IPM2,IQCE,IQ domain-containing protein E,190.1639862,903.4478149,964.0084229,742.1878052,422.408844,981.3901367,4728.722168,4387.807617,4102.290527,7024.039551,4125.246094,6730.358887
A0A087WX34;H3BS47;H3BV03;Q68CZ1,RPGRIP1L,Protein fantom,199.0290375,3339.454834,3772.568848,4058.047119,Filtered,Filtered,Filtered,Filtered,Filtered,NaN,Filtered,Filtered
A0A087WX99,CDH4,Cadherin-4,10551.35156,8460.306641,8281.104492,9368.561523,8433.110352,7568.089355,16237.62109,15619.80664,12006.19824,18556.49219,13100.54395,15555.8252
A0A087WXC5;E7ESZ7;O95299,NDUFA10,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial",38457.13281,42894.29297,35538.98047,33456,43488.86719,40833.94531,133515.875,130458.8984,147804.1875,124443.6172,132190.3125,126808.1953
A0A087WXF7;A0A0C4DFW2;Q9UK53,ING1,Inhibitor of growth protein 1 (Fragment);Inhibitor of growth protein;Inhibitor of growth protein 1,29090.08789,31056.79883,33963.25781,27708.40234,32832.91016,35242.74219,9811.164063,12035.84863,17985.73242,12569.63672,Filtered,9157.818359
A0A087WXF8;A0A087WYV3;A0A0D9SEW3;Q9NP64,ZCCHC17,Nucleolar protein of 40 kDa,87159.57813,87106.20313,89209.10156,90121.71875,79823.66406,65637.79688,11329.16211,3183.166992,570.8429565,7973.674316,6069.317871,11660.2959
A0A087WXI5;P12830,CDH1,Cadherin-1,281381.5938,62550.42969,56683.85938,282072,245323.9219,238907.5781,8066.870605,42.20347595,Filtered,3827.690918,Filtered,4160.595215
A0A087WXI9;A6NDN3;P0CG33;Q9NYA3,GOLGA6D;GOLGA6B;GOLGA6D;GOLGA6A,Golgin subfamily A member 6D;Golgin subfamily A member 6B;Golgin subfamily A member 6D;Golgin subfamily A member 6A,5418.724609,11079.67578,13359.74805,5367.727539,11798.36816,12022.17578,14659.5293,6993.946777,11018.4873,10325.45605,38434.29297,9926.03125
A0A087WXK8;Q9H4H8,FAM83D,Chromosome 20 open reading frame 129;Protein FAM83D,17911.54297,11905.47754,10741.23926,15646.7832,15041.41113,11362.2793,NaN,Filtered,Filtered,Filtered,Filtered,NaN
A0A087WXL3;O75417,POLQ,DNA polymerase theta,5098.809082,1838.790405,2350.976074,4378.783691,2703.918213,1320.872437,3417.728516,Filtered,3.282767296,Filtered,4413.020508,3627.971924
A0A087WXL6;Q9H270,VPS11,Vacuolar protein sorting-associated protein 11 homolog,107398.8828,97651.46094,109737.3047,97663.77344,103860.125,91209.28906,440587.5313,449847.1563,492974,441168.8438,433992.5313,423512.5313
A0A087WXM6;A0A0A6YYL6;J3KRX5;J3QQT2;P18621,RPL17;RPL17-C18orf32;RPL17;RPL17;RPL17,60S ribosomal protein L17 (Fragment);Protein RPL17-C18orf32;60S ribosomal protein L17 (Fragment);60S ribosomal protein L17 (Fragment);60S ribosomal protein L17,503816.625,683803.9375,662967.9375,485049.125,658577.3125,618840.0625,256122.9844,248894.0938,297541.75,239401.2969,231931.4375,220560.5625
A0A087WXM8;P50895,BCAM,Basal cell adhesion molecule,70771.21875,58303.60938,58799.13281,65735.91406,59996.32031,54594.02344,63187.00781,69411.79688,58786.87109,138875.5469,71547.89063,101743.4219
A0A087WXN4;E9PGI3;Q96CB8,INTS12,Integrator complex subunit 12;Integrator complex subunit 12 (Fragment);Integrator complex subunit 12,2985.578857,1376.549927,1009.436401,3134.220215,1190.810059,1976.9646,1.61505568,Filtered,2.447683334,1.789178371,Filtered,415.1946411
A0A087WXN9;Q765P7,MTSS2,Protein MTSS 2,11698.06543,5805.066895,3720.564941,7205.662109,7376.224121,3849.899414,16501.37305,11119.45313,10549.0498,12186.40723,9833.402344,109.0162582
A0A087WXP9;Q8IY47,KBTBD2,Kelch repeat and BTB domain-containing protein 2,5334.791504,4068.921143,6024.057617,6753.291504,4965.215332,4934.118164,7051.668457,12578.39063,11625.15723,9649.501953,10940.82227,10161.21094
A0A087WXR5;A0A087X1G1;H7BYD0;Q16718,NDUFA5,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 (Fragment);NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5,14641.2334,3385.94043,10117.2207,5149.021973,6179.625,2496.229736,21780.36914,19259.70313,34144.82422,10871.9834,27977.1543,9287.067383
A0A087WXS7;O43681,ASNA1,ATPase ASNA1,17064.0957,10835.08789,16838.16797,17550.15039,19606.08203,12214.10938,21147.04883,20748.79492,15434.64746,22529.82617,14061.11816,19014.9707
A0A087WXU0;Q9NWS8,RMND1,Required for meiotic nuclear division protein 1 homolog,3158.916748,4182.38916,5407.986816,4501.520508,5153.548828,4157.272949,9670.504883,7350.656738,16499.92969,6991.20459,10595.55664,10340.45996
A0A087WXV6;H7BZQ3;Q96G74,OTUD5,OTU domain-containing protein 5;OTU domain-containing protein 5 (Fragment);OTU domain-containing protein 5,522.909729,910.6135254,517.8060913,312.2649536,762.072998,272.4981995,Filtered,Filtered,Filtered,Filtered,Filtered,2.087469816
A0A087WXW6;A0A140TA70;A0A140TA74;A9JR48;Q9BXA9,SALL3,Sal-like protein 3;Sal-like protein 3;Sal-like protein 3 (Fragment);SALL3 protein;Sal-like protein 3,9958.948242,4798.446777,5192.250977,6571.587891,4385.658203,4697.899414,Filtered,Filtered,Filtered,Filtered,Filtered,1218.690308
A0A087WXX9;P54646,PRKAA2,Non-specific serine/threonine protein kinase;5'-AMP-activated protein kinase catalytic subunit alpha-2,4647.507324,3275.800293,3427.442871,3945.614502,4000.675781,2896.005859,11111.42383,11858.51172,8923.713867,11713.61914,11674.62109,11080.21191
A0A087WXY4;A0A087X1A8;A0A0A0MS38;A0A2R8Y3X7;C9JQV6;D3VVH9;E9PJN5;F5H211;G3V2G1;G3V328;G3V3R7;G3V4U9;G3V526;P54252,ATXN3,Ataxin-3;Ataxin-3;Ataxin-3;Ataxin-3;Ataxin-3;Ataxin 3 variant m;Ataxin-3 (Fragment);Ataxin-3;Ataxin-3 (Fragment);Ataxin-3 (Fragment);Ataxin-3 (Fragment);Ataxin-3 (Fragment);Ataxin-3;Ataxin-3,27586.41797,15586.49609,15706.82422,20836.68945,12444.98828,7164.477051,8095.491699,7940.560059,5280.63916,7329.111328,12904.2041,8312.987305
A0A087WXZ7;K7EIX2;Q6AI08,HEATR6,HEAT repeat-containing protein 6,13247.1084,10018.34082,9193.990234,13852.15332,10580.81445,8882.098633,6348.785645,4742.158691,5609.591309,2336.424316,5079.681641,2685.173096
A0A087WY03;E5RFV3,SREK1,Splicing regulatory glutamine/lysine-rich protein 1,25969.04883,23835.40039,30876.9707,8178.958008,29887.75,29788.5293,21823.12891,24383.89063,38311.83594,22085.54297,26095.61523,20749.94727
A0A087WY08;Q9UPZ6,THSD7A,Thrombospondin type-1 domain-containing protein 7A,10288.38184,1699.798828,Filtered,891.2987671,795.529541,1344.208862,53575.89453,56619.41016,55556.82422,54816.23438,53931.75391,55071.60547
A0A087WY54;Q15649,ZNHIT3,Zinc finger HIT domain-containing protein 3 (Fragment);Zinc finger HIT domain-containing protein 3,115561.8047,84316.23438,77165.6875,87678.04688,87435.29688,82148.51563,10234.60547,11801.1123,7779.977051,11912.84277,9943.175781,6231.788086
A0A087WY55;Q9NP79,VTA1,"Chromosome 6 open reading frame 55, isoform CRA_b;Vacuolar protein sorting-associated protein VTA1 homolog",41144.4375,30240.2207,28499.35938,36242.81641,25775.64063,26636.42578,36241.17578,39342.88281,15589.69141,32482.30859,37094.30469,38821.71094
A0A087WY58;P51956,NEK3,Serine/threonine-protein kinase Nek3,5830.568359,4887.280273,3587.930176,4981.00293,3726.097168,2744.581543,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
A0A087WY61,NUMA1,Nuclear mitotic apparatus protein 1,408065.3438,369833.3125,365687.6875,416335.2188,345778.875,381815.5313,165315.4844,180722.6094,211432.6406,169040.9219,178534.4063,165965.6563
A0A087WY71;E9PFW3;Q96CW1,AP2M1,AP-2 complex subunit mu,121700.4297,112540.1641,134504.2031,122138.6797,124819.6719,121863.8672,335904.8438,343084.7188,474252.8125,362298.6563,359886.2813,354749.4688
